  
 Results from TRNSYS Input File: 
 C:\Users\lbarnic\OneDrive - Fraunhofer\A_Bearbeitung\9_Parameterstudie_REP\9_k
 altes_Nahwaermenetz\V1_2_5\III_kaltes_Nahwaermenetz.dck                       
                                                                               
                                                                   
 Initiated at time: 2025-01-11 AT  10:15:26
 TIME                                   ,Q_th_SW_WP                              ,Q_el_SW_WP                              ,
  +4.2117500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2120000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2122500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2125000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2127500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2130000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2132500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2135000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2137500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2140000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2142500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2145000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2147500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2150000000000000E+03,  +1.0551456250000002E+00,  +6.9030613532236690E-02,
  +4.2152500000000000E+03,  +4.6626262500000006E+00,  +3.0504220752373590E-01,
  +4.2155000000000000E+03,  +3.0264306249999997E+00,  +1.9799765824409354E-01,
  +4.2157500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2160000000000000E+03,  +1.7275050000000007E+00,  +1.1301826705674543E-01,
  +4.2162500000000000E+03,  +2.3249962499999999E+00,  +1.5210783591852500E-01,
  +4.2165000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2167500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2170000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2172500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2175000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2177500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2180000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2182500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2185000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2187500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2190000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2192500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2195000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2197500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2200000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2202500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2205000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2207500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2210000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2212500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2215000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2217500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2220000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2222500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2225000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2227500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2230000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2232500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2235000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2237500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2240000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2242500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2245000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2247500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2250000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2252500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2255000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2257500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2260000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2262500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2265000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2267500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2270000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2272500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2275000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2277500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2280000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2282500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2285000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2287500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2290000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2292500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2295000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2297500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2300000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2302500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2305000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2307500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2310000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2312500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2315000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2317500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2320000000000000E+03,  +2.7015174999999996E+00,  +1.7674092189224985E-01,
  +4.2322500000000000E+03,  +2.8563418750000000E+00,  +1.8686997075789352E-01,
  +4.2325000000000000E+03,  +1.2797500000000008E+00,  +8.3724867520423962E-02,
  +4.2327500000000000E+03,  +1.2913800000000006E+00,  +8.4485735040847887E-02,
  +4.2330000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2332500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2335000000000000E+03,  +1.3637562500000033E-01,  +8.9220794187458794E-03,
  +4.2337500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2340000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2342500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2345000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2347500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2350000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2352500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2355000000000000E+03,  +9.2036250000000486E-02,  +6.0212719971296392E-03,
  +4.2357500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2360000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2362500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2365000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2367500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2370000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2372500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2375000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2377500000000000E+03,  +1.7417312500000026E-01,  +1.1394898860123662E-02,
  +4.2380000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2382500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2385000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2387500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2390000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2392500000000000E+03,  +1.3509837500000006E+00,  +8.8385181083020542E-02,
  +4.2395000000000000E+03,  +1.9782768750000006E+00,  +1.2942447296588652E-01,
  +4.2397500000000000E+03,  +5.0900287500000019E+00,  +3.3300408889931554E-01,
  +4.2400000000000000E+03,  +3.1114750000000004E+00,  +2.0356150198719361E-01,
  +4.2402500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2405000000000000E+03,  +2.8611187500000046E-01,  +1.8718248744204042E-02,
  +4.2407500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2410000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2412500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2415000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2417500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2420000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2422500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2425000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2427500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2430000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2432500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2435000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2437500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2440000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2442500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2445000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2447500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2450000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2452500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2455000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2457500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2460000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2462500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2465000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2467500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2470000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2472500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2475000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2477500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2480000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2482500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2485000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2487500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2490000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2492500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2495000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2497500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2500000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2502500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2505000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2507500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2510000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2512500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2515000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2517500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2520000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2522500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2525000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2527500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2530000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2532500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2535000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2537500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2540000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2542500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2545000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2547500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2550000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2552500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2555000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2557500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2560000000000000E+03,  +8.9377937500000026E-01,  +5.8473576686354604E-02,
  +4.2562500000000000E+03,  +3.1082562500000011E-01,  +2.0335092225104882E-02,
  +4.2565000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2567500000000000E+03,  +4.1404187500000011E-01,  +2.7087791468867299E-02,
  +4.2570000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2572500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2575000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2577500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2580000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2582500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2585000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2587500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2590000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2592500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2595000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2597500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2600000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2602500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2605000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2607500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2610000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2612500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2615000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2617500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2620000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2622500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2625000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2627500000000000E+03,  +2.0538718749999996E+00,  +1.3437011184864200E-01,
  +4.2630000000000000E+03,  +2.7233237499999996E+00,  +1.7816754849304475E-01,
  +4.2632500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2635000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2637500000000000E+03,  +1.7936506249999997E+00,  +1.1734570107915650E-01,
  +4.2640000000000000E+03,  +1.4796406249999996E+00,  +9.6802278027710256E-02,
  +4.2642500000000000E+03,  +1.6657206250000005E+00,  +1.0897615835449327E-01,
  +4.2645000000000000E+03,  +3.1049331250000005E+00,  +2.0313351400695515E-01,
  +4.2647500000000000E+03,  +2.2069312500000082E-01,  +1.4438368941819435E-02,
  +4.2650000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2652500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2655000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2657500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2660000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2662500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2665000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2667500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2670000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2672500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2675000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2677500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2680000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2682500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2685000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2687500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2690000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2692500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2695000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2697500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2700000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2702500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2705000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2707500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2710000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2712500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2715000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2717500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2720000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2722500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2725000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2727500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2730000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2732500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2735000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2737500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2740000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2742500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2745000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2747500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2750000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2752500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2755000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2757500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2760000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2762500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2765000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2767500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2770000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2772500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2775000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2777500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2780000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2782500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2785000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2787500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2790000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2792500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2795000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2797500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2800000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2802500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2805000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2807500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2810000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2812500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2815000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2817500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2820000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2822500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2825000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2827500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2830000000000000E+03,  +5.9358000000000022E-01,  +3.8833683815411794E-02,
  +4.2832500000000000E+03,  +4.1850693749999994E+00,  +2.7379908496632799E-01,
  +4.2835000000000000E+03,  +1.7420424999999993E+00,  +1.1396935145727526E-01,
  +4.2837500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2840000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2842500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2845000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2847500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2850000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2852500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2855000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2857500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2860000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2862500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2865000000000000E+03,  +1.3800587499999999E+00,  +9.0287349884080340E-02,
  +4.2867500000000000E+03,  +3.6958824999999997E+00,  +2.4179509488849626E-01,
  +4.2870000000000000E+03,  +3.5999350000000003E+00,  +2.3551793784499886E-01,
  +4.2872500000000000E+03,  +5.0413281250000015E+00,  +3.2981795615754028E-01,
  +4.2875000000000000E+03,  +4.1509062500000002E+00,  +2.7156403662508272E-01,
  +4.2877500000000000E+03,  +2.3569787499999997E+00,  +1.5420022159969082E-01,
  +4.2880000000000000E+03,  +3.3055506250000004E+00,  +2.1625847873426801E-01,
  +4.2882500000000000E+03,  +2.2283218750000007E+00,  +1.4578312465500110E-01,
  +4.2885000000000000E+03,  +8.1382312500000076E-01,  +5.3242612483440088E-02,
  +4.2887500000000000E+03,  +1.6097512500000004E+00,  +1.0531448341245307E-01,
  +4.2890000000000000E+03,  +1.4873250000000038E-01,  +9.7305011591963132E-03,
  +4.2892500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2895000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2897500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2900000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2902500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2905000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2907500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2910000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2912500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2915000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +4.2917500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
