  
 Results from TRNSYS Input File: 
 C:\Users\lbarnic\OneDrive - Fraunhofer\A_Bearbeitung\9_Parameterstudie_REP\9_k
 altes_Nahwaermenetz\V1_2_5\III_kaltes_Nahwaermenetz.dck                       
                                                                               
                                                                   
 Initiated at time: 2025-01-11 AT  10:15:26
 TIME                                   ,Q_th_SW_WP                              ,Q_el_SW_WP                              ,
  +2.6212500000000000E+03,  +3.5819689808973365E+01,  +2.3434255001984554E+00,
  +2.6215000000000000E+03,  +3.7314543996088631E+01,  +2.4412230925239697E+00,
  +2.6217500000000000E+03,  +3.7665096426406286E+01,  +2.4641572248055152E+00,
  +2.6220000000000000E+03,  +3.6310987866930553E+01,  +2.3755676098413598E+00,
  +2.6222500000000000E+03,  +4.1246083788332662E+01,  +2.6984355545336638E+00,
  +2.6225000000000000E+03,  +4.7135420657104305E+01,  +3.0837326431221022E+00,
  +2.6227500000000000E+03,  +4.6093459191750483E+01,  +3.0155645746336197E+00,
  +2.6230000000000000E+03,  +4.3547167309105546E+01,  +2.8489789520176574E+00,
  +2.6232500000000000E+03,  +4.0157651189289311E+01,  +2.6272272129358401E+00,
  +2.6235000000000000E+03,  +3.8498300804630219E+01,  +2.5186678137363501E+00,
  +2.6237500000000000E+03,  +3.7791508112403655E+01,  +2.4724274351303155E+00,
  +2.6240000000000000E+03,  +3.5557114652378985E+01,  +2.3262470901964871E+00,
  +2.6242500000000000E+03,  +3.4609855391149829E+01,  +2.2642747079703449E+00,
  +2.6245000000000000E+03,  +3.3040463921815345E+01,  +2.1616006756533195E+00,
  +2.6247500000000000E+03,  +3.0609768824392233E+01,  +2.0025777219402552E+00,
  +2.6250000000000000E+03,  +2.8465010005069516E+01,  +1.8622615289251701E+00,
  +2.6252500000000000E+03,  +2.5273514529898502E+01,  +1.6534648609425755E+00,
  +2.6255000000000000E+03,  +2.3160993254183715E+01,  +1.5152577392834252E+00,
  +2.6257500000000000E+03,  +2.1392970356953807E+01,  +1.3995886766980374E+00,
  +2.6260000000000000E+03,  +1.9311820884463383E+01,  +1.2634339872083238E+00,
  +2.6262500000000000E+03,  +1.7100368732217436E+01,  +1.1187545275681221E+00,
  +2.6265000000000000E+03,  +1.5642893578716567E+01,  +1.0234023774285090E+00,
  +2.6267500000000000E+03,  +1.4940304734886219E+01,  +9.7743702648416542E-01,
  +2.6270000000000000E+03,  +1.4571451071535968E+01,  +9.5330557573329788E-01,
  +2.6272500000000000E+03,  +1.3964510802821749E+01,  +9.1359782532039813E-01,
  +2.6275000000000000E+03,  +1.3013083790566125E+01,  +8.5135277702467249E-01,
  +2.6277500000000000E+03,  +1.2251343007617226E+01,  +8.0151753878493770E-01,
  +2.6280000000000000E+03,  +1.1949488880511348E+01,  +7.8176938734720935E-01,
  +2.6282500000000000E+03,  +1.1452060205137141E+01,  +7.4922619535926993E-01,
  +2.6285000000000000E+03,  +1.0813869377780586E+01,  +7.0747394494069038E-01,
  +2.6287500000000000E+03,  +1.0686765638518176E+01,  +6.9915845853233272E-01,
  +2.6290000000000000E+03,  +1.0451902339564951E+01,  +6.8379303669973368E-01,
  +2.6292500000000000E+03,  +1.0013744706904713E+01,  +6.5512752410153807E-01,
  +2.6295000000000000E+03,  +9.9949139198030146E+00,  +6.5389556070603494E-01,
  +2.6297500000000000E+03,  +9.9618554523404725E+00,  +6.5173278218778563E-01,
  +2.6300000000000000E+03,  +9.5548302167172476E+00,  +6.2510403912857582E-01,
  +2.6302500000000000E+03,  +9.2891612779853272E+00,  +6.0772322514176458E-01,
  +2.6305000000000000E+03,  +9.2761819518217390E+00,  +6.0687408088425265E-01,
  +2.6307500000000000E+03,  +9.8751546681207625E+00,  +6.4606057146482254E-01,
  +2.6310000000000000E+03,  +1.0486944947867684E+01,  +6.8608562332815060E-01,
  +2.6312500000000000E+03,  +1.0968887251768479E+01,  +7.1761565305784925E-01,
  +2.6315000000000000E+03,  +1.0825553954504686E+01,  +7.0823838302489239E-01,
  +2.6317500000000000E+03,  +1.1305579750743490E+01,  +7.3964302939838711E-01,
  +2.6320000000000000E+03,  +1.2098873708291221E+01,  +7.9154256563627456E-01,
  +2.6322500000000000E+03,  +1.1069937494506446E+01,  +7.2422664597532771E-01,
  +2.6325000000000000E+03,  +1.1197036586391693E+01,  +7.3254182833911630E-01,
  +2.6327500000000000E+03,  +1.1249482416449657E+01,  +7.3597298299713676E-01,
  +2.6330000000000000E+03,  +1.0469886757279113E+01,  +6.8496962821413121E-01,
  +2.6332500000000000E+03,  +1.0374843858113405E+01,  +6.7875165271781868E-01,
  +2.6335000000000000E+03,  +1.0419598157050483E+01,  +6.8167960563790186E-01,
  +2.6337500000000000E+03,  +1.0720635159346557E+01,  +7.0137429845758092E-01,
  +2.6340000000000000E+03,  +1.1081547938882704E+01,  +7.2498623411149132E-01,
  +2.6342500000000000E+03,  +1.1629135360244593E+01,  +7.6081095324364578E-01,
  +2.6345000000000000E+03,  +1.2190766685005098E+01,  +7.9755446428946997E-01,
  +2.6347500000000000E+03,  +1.2675318381413330E+01,  +8.2925520786327411E-01,
  +2.6350000000000000E+03,  +5.8091479788272089E+00,  +3.8005090442183737E-01,
  +2.6352500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6355000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6357500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6360000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6362500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6365000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6367500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6370000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6372500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6375000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6377500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6380000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6382500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6385000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6387500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6390000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6392500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6395000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6397500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6400000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6402500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6405000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6407500000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6410000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6412500000000000E+03,  +7.6236752179155154E-03,  +4.9876241268897472E-04,
  +2.6415000000000000E+03,  +2.5454970419883871E-02,  +1.6653362189029783E-03,
  +2.6417500000000000E+03,  +5.1886687730407388E-02,  +3.3945739842172013E-03,
  +2.6420000000000000E+03,  +2.4434657157478368E-01,  +1.5985844371297943E-02,
  +2.6422500000000000E+03,  +4.6953625383354858E-01,  +3.0718390817151778E-02,
  +2.6425000000000000E+03,  +5.5525406607155414E-01,  +3.6326292730625181E-02,
  +2.6427500000000000E+03,  +6.1763643271813295E-01,  +4.0407523739099740E-02,
  +2.6430000000000000E+03,  +8.1310380935746407E-01,  +5.3195552817976714E-02,
  +2.6432500000000000E+03,  +9.9564354278786382E-01,  +6.5137818884531670E-02,
  +2.6435000000000000E+03,  +1.0202539025216906E+00,  +6.6747898281558138E-02,
  +2.6437500000000000E+03,  +1.0453222519831589E+00,  +6.8387940662974142E-02,
  +2.6440000000000000E+03,  +1.2199491535223497E+00,  +7.9812526868772826E-02,
  +2.6442500000000000E+03,  +5.6066001039577120E+00,  +3.6679964910635232E-01,
  +2.6445000000000000E+03,  +9.2980930902604051E+00,  +6.0830756958360721E-01,
  +2.6447500000000000E+03,  +8.7931073660934214E+00,  +5.7526997407230740E-01,
  +2.6450000000000000E+03,  +8.9982582750569300E+00,  +5.8869152724649321E-01,
  +2.6452500000000000E+03,  +9.1817450462364576E+00,  +6.0069575120332563E-01,
  +2.6455000000000000E+03,  +9.1760211745481204E+00,  +6.0032127931521473E-01,
  +2.6457500000000000E+03,  +9.0539851657475356E+00,  +5.9233733817862533E-01,
  +2.6460000000000000E+03,  +8.7341559615720001E+00,  +5.7141320631790304E-01,
  +2.6462500000000000E+03,  +7.7760584009594318E+00,  +5.0873175186669883E-01,
  +2.6465000000000000E+03,  +6.7331155006925574E+00,  +4.4049947512810866E-01,
  +2.6467500000000000E+03,  +6.1690886430194976E+00,  +4.0359924153823729E-01,
  +2.6470000000000000E+03,  +5.5990051999427415E+00,  +3.6630276898720110E-01,
  +2.6472500000000000E+03,  +5.0457267193115243E+00,  +3.3010572464826765E-01,
  +2.6475000000000000E+03,  +4.6153415575684802E+00,  +3.0194870909859578E-01,
  +2.6477500000000000E+03,  +4.2905051470803146E+00,  +2.8069699162726802E-01,
  +2.6480000000000000E+03,  +4.6152864308790242E+00,  +3.0194510255452739E-01,
  +2.6482500000000000E+03,  +5.1314901296795217E+00,  +3.3571660972047734E-01,
  +2.6485000000000000E+03,  +5.7467947427043953E+00,  +3.7597157921468577E-01,
  +2.6487500000000000E+03,  +5.4014529506852771E+00,  +3.5337834164010756E-01,
  +2.6490000000000000E+03,  +5.5102924992073046E+00,  +3.6049893299075375E-01,
  +2.6492500000000000E+03,  +6.0531047533588591E+00,  +3.9601124716719571E-01,
  +2.6495000000000000E+03,  +5.5105894663563095E+00,  +3.6051836142225085E-01,
  +2.6497500000000000E+03,  +5.9057282604729728E+00,  +3.8636945983178217E-01,
  +2.6500000000000000E+03,  +6.1450851312051125E+00,  +4.0202886384987291E-01,
  +2.6502500000000000E+03,  +6.1406731563787602E+00,  +4.0174021996798986E-01,
  +2.6505000000000000E+03,  +6.6196191048377031E+00,  +4.3307421964305826E-01,
  +2.6507500000000000E+03,  +6.3331228776014203E+00,  +4.1433082548759115E-01,
  +2.6510000000000000E+03,  +5.4737077358444131E+00,  +3.5810545421300488E-01,
  +2.6512500000000000E+03,  +4.7870448083987291E+00,  +3.1318202179919252E-01,
  +2.6515000000000000E+03,  +4.2744595379946047E+00,  +2.7964724246142658E-01,
  +2.6517500000000000E+03,  +4.3006875343008133E+00,  +2.8136315222197628E-01,
  +2.6520000000000000E+03,  +4.3620932687029903E+00,  +2.8538048918452102E-01,
  +2.6522500000000000E+03,  +3.2792862527159921E+00,  +2.1454018915428311E-01,
  +2.6525000000000000E+03,  +2.7179171949395267E+00,  +1.7781383635694006E-01,
  +2.6527500000000000E+03,  +2.7923381019710813E+00,  +1.8268266275425726E-01,
  +2.6530000000000000E+03,  +2.3187663135773864E+00,  +1.5170025584300714E-01,
  +2.6532500000000000E+03,  +2.0906031581920992E+00,  +1.3677317636836361E-01,
  +2.6535000000000000E+03,  +1.6465552854519352E+00,  +1.0772230759094906E-01,
  +2.6537500000000000E+03,  +1.4231174055337519E+00,  +9.3104369012949995E-02,
  +2.6540000000000000E+03,  +1.8279094195044649E+00,  +1.1958700839019050E-01,
  +2.6542500000000000E+03,  +1.8771116531472636E+00,  +1.2280595778925459E-01,
  +2.6545000000000000E+03,  +2.3179420493055467E+00,  +1.5164633014114226E-01,
  +2.6547500000000000E+03,  +3.0478489031791804E+00,  +1.9939890263015916E-01,
  +2.6550000000000000E+03,  +2.2776249369036945E+00,  +1.4900867052430217E-01,
  +2.6552500000000000E+03,  +1.6494112634616940E+00,  +1.0790915375661289E-01,
  +2.6555000000000000E+03,  +1.8519136840239776E+00,  +1.2115743532265498E-01,
  +2.6557500000000000E+03,  +1.8530080352261660E+00,  +1.2122903087602403E-01,
  +2.6560000000000000E+03,  +1.6429013067529867E+00,  +1.0748325396134022E-01,
  +2.6562500000000000E+03,  +1.5813723738026821E+00,  +1.0345785700104539E-01,
  +2.6565000000000000E+03,  +1.7849933681527066E+00,  +1.1677931883056895E-01,
  +2.6567500000000000E+03,  +1.8316116233768467E+00,  +1.1982921704715378E-01,
  +2.6570000000000000E+03,  +2.0692593917542901E+00,  +1.3537680675133495E-01,
  +2.6572500000000000E+03,  +1.9168444287580924E+00,  +1.2540538843917479E-01,
  +2.6575000000000000E+03,  +1.5396269843690469E+00,  +1.0072675545783803E-01,
  +2.6577500000000000E+03,  +1.6073429343063292E+00,  +1.0515692458268165E-01,
  +2.6580000000000000E+03,  +1.7475592676287306E+00,  +1.1433027401156827E-01,
  +2.6582500000000000E+03,  +2.0360110023346554E+00,  +1.3320160300105061E-01,
  +2.6585000000000000E+03,  +2.3593334603017482E+00,  +1.5435427341298472E-01,
  +2.6587500000000000E+03,  +2.6436601501815842E+00,  +1.7295573029339881E-01,
  +2.6590000000000000E+03,  +2.6762739493805441E+00,  +1.7508941735514572E-01,
  +2.6592500000000000E+03,  +2.7118784780784955E+00,  +1.7741876640641599E-01,
  +2.6595000000000000E+03,  +3.0808107127981366E+00,  +2.0155535751867687E-01,
  +2.6597500000000000E+03,  +3.4146895187436925E+00,  +2.2339865409665616E-01,
  +2.6600000000000000E+03,  +3.8744861839248230E+00,  +2.5347985345482993E-01,
  +2.6602500000000000E+03,  +2.7850045495439861E+00,  +1.8220288099577894E-01,
  +2.6605000000000000E+03,  +1.3723006030533100E+00,  +8.9779789950252958E-02,
  +2.6607500000000000E+03,  +1.4167419472767477E+00,  +9.2687268487105373E-02,
  +2.6610000000000000E+03,  +1.5262382759567164E+00,  +9.9850828254796853E-02,
  +2.6612500000000000E+03,  +1.6705071019836844E+00,  +1.0928930322759230E-01,
  +2.6615000000000000E+03,  +1.7992562554387588E+00,  +1.1771243729002077E-01,
  +2.6617500000000000E+03,  +1.9299766379285623E+00,  +1.2626453473575466E-01,
  +2.6620000000000000E+03,  +2.1840804070082402E+00,  +1.4288872258700405E-01,
  +2.6622500000000000E+03,  +2.4673560912658452E+00,  +1.6142141970458593E-01,
  +2.6625000000000000E+03,  +2.6393265333627136E+00,  +1.7267221281416908E-01,
  +2.6627500000000000E+03,  +2.7694265588748772E+00,  +1.8118372475041419E-01,
  +2.6630000000000000E+03,  +2.9810501126686084E+00,  +1.9502873667116546E-01,
  +2.6632500000000000E+03,  +3.1600297974986074E+00,  +2.0673809428104153E-01,
  +2.6635000000000000E+03,  +3.1960739147100403E+00,  +2.0909620245718363E-01,
  +2.6637500000000000E+03,  +3.2607035723295832E+00,  +2.1332445760239682E-01,
  +2.6640000000000000E+03,  +3.5127318317453415E+00,  +2.2981285973639753E-01,
  +2.6642500000000000E+03,  +3.7943045103185629E+00,  +2.4823414140149919E-01,
  +2.6645000000000000E+03,  +3.9469147090261378E+00,  +2.5821833258654103E-01,
  +2.6647500000000000E+03,  +4.0844170103584139E+00,  +2.6721412236016728E-01,
  +2.6650000000000000E+03,  +4.3144278719712483E+00,  +2.8226208400642094E-01,
  +2.6652500000000000E+03,  +4.5280878224718784E+00,  +2.9624032276405765E-01,
  +2.6655000000000000E+03,  +4.6174652278432937E+00,  +3.0208764561933482E-01,
  +2.6657500000000000E+03,  +4.6943247473403025E+00,  +3.0711601294699298E-01,
  +2.6660000000000000E+03,  +4.8653019809360218E+00,  +3.1830182754500835E-01,
  +2.6662500000000000E+03,  +5.0229120363713786E+00,  +3.2861312351001082E-01,
  +2.6665000000000000E+03,  +5.0605324261548112E+00,  +3.3107435589968426E-01,
  +2.6667500000000000E+03,  +5.1147128375724407E+00,  +3.3461899178024151E-01,
  +2.6670000000000000E+03,  +5.3159233061460727E+00,  +3.4778275019012606E-01,
  +2.6672500000000000E+03,  +5.5329425670043992E+00,  +3.6198076454038486E-01,
  +2.6675000000000000E+03,  +5.6352976934046488E+00,  +3.6867712664071473E-01,
  +2.6677500000000000E+03,  +5.7251997399463104E+00,  +3.7455877300642332E-01,
  +2.6680000000000000E+03,  +5.9011695525825658E+00,  +3.8607121625749918E-01,
  +2.6682500000000000E+03,  +1.0815379231034987E+01,  +7.0757272381445480E-01,
  +2.6685000000000000E+03,  +1.5018438787033663E+01,  +9.8254877734556700E-01,
  +2.6687500000000000E+03,  +1.4486535353735498E+01,  +9.4775014910837418E-01,
  +2.6690000000000000E+03,  +1.4782170179701886E+01,  +9.6709141626091133E-01,
  +2.6692500000000000E+03,  +1.5054495611953829E+01,  +9.8490771689598544E-01,
  +2.6695000000000000E+03,  +1.5077154019803515E+01,  +9.8639009407546485E-01,
  +2.6697500000000000E+03,  +1.4211239951989157E+01,  +9.2973954466204145E-01,
  +2.6700000000000000E+03,  +1.2872465233618678E+01,  +8.4215311298768236E-01,
  +2.6702500000000000E+03,  +1.0518996844831456E+01,  +6.8818254915512467E-01,
  +2.6705000000000000E+03,  +8.3856540252888223E+00,  +5.4861322316031735E-01,
  +2.6707500000000000E+03,  +7.9272128177806600E+00,  +5.1862070167993135E-01,
  +2.6710000000000000E+03,  +7.1439074581060336E+00,  +4.6737464778909632E-01,
  +2.6712500000000000E+03,  +6.0624878126442407E+00,  +3.9662511346577345E-01,
  +2.6715000000000000E+03,  +5.4129580673968096E+00,  +3.5413103894229947E-01,
  +2.6717500000000000E+03,  +5.4948254890522321E+00,  +3.5948703740476395E-01,
  +2.6720000000000000E+03,  +5.2918990324952242E+00,  +3.4621101420365080E-01,
  +2.6722500000000000E+03,  +4.6956758488878592E+00,  +3.0720440583472558E-01,
  +2.6725000000000000E+03,  +4.1357430729384639E+00,  +2.7057201866011626E-01,
  +2.6727500000000000E+03,  +3.4732164681543303E+00,  +2.2722765279623047E-01,
  +2.6730000000000000E+03,  +4.1518926527669553E+00,  +2.7162856988625489E-01,
  +2.6732500000000000E+03,  +4.5610151554686844E+00,  +2.9839452209436318E-01,
  +2.6735000000000000E+03,  +4.3262178442398707E+00,  +2.8303341736548315E-01,
  +2.6737500000000000E+03,  +4.2117205552290091E+00,  +2.7554268061699161E-01,
  +2.6740000000000000E+03,  +3.6719468647209030E+00,  +2.4022915787520496E-01,
  +2.6742500000000000E+03,  +3.4250668215620506E+00,  +2.2407756662151365E-01,
  +2.6745000000000000E+03,  +2.9955768062519699E+00,  +1.9597911408532975E-01,
  +2.6747500000000000E+03,  +2.6224437693769351E+00,  +1.7156769460507520E-01,
  +2.6750000000000000E+03,  +2.4557508194614037E+00,  +1.6066216997271224E-01,
  +2.6752500000000000E+03,  +2.3301720732264837E+00,  +1.5244645292492975E-01,
  +2.6755000000000000E+03,  +2.1890393718850456E+00,  +1.4321315210632343E-01,
  +2.6757500000000000E+03,  +2.0169636137066753E+00,  +1.3195546892057577E-01,
  +2.6760000000000000E+03,  +1.8881467336624285E+00,  +1.2352790399297359E-01,
  +2.6762500000000000E+03,  +2.0271519941407243E+00,  +1.3262202160827918E-01,
  +2.6765000000000000E+03,  +2.1551221352573737E+00,  +1.4099419047841899E-01,
  +2.6767500000000000E+03,  +1.8483762584994521E+00,  +1.2092600693163778E-01,
  +2.6770000000000000E+03,  +1.9792079431388956E+00,  +1.2948538607905821E-01,
  +2.6772500000000000E+03,  +2.2589092938976965E+00,  +1.4778424018147213E-01,
  +2.6775000000000000E+03,  +1.9829110237664791E+00,  +1.2972765209582857E-01,
  +2.6777500000000000E+03,  +1.5664607641782577E+00,  +1.0248229728991337E-01,
  +2.6780000000000000E+03,  +1.5200136280624026E+00,  +9.9443594169770319E-02,
  +2.6782500000000000E+03,  +1.5609572427954532E+00,  +1.0212224134252432E-01,
  +2.6785000000000000E+03,  +1.5082566929936352E+00,  +9.8674422197839257E-02,
  +2.6787500000000000E+03,  +1.6488385861589325E+00,  +1.0787168758641898E-01,
  +2.6790000000000000E+03,  +2.1662737280160655E+00,  +1.4172375924291455E-01,
  +2.6792500000000000E+03,  +2.3837024668015516E+00,  +1.5594856279825559E-01,
  +2.6795000000000000E+03,  +1.6019444349599583E+00,  +1.0480373947419640E-01,
  +2.6797500000000000E+03,  +1.0600203864299171E+00,  +6.9349534223710388E-02,
  +2.6800000000000000E+03,  +1.0558159746116296E+00,  +6.9074469701352559E-02,
  +2.6802500000000000E+03,  +1.2663356481967574E+00,  +8.2847262654161868E-02,
  +2.6805000000000000E+03,  +1.5370555999405653E+00,  +1.0055852820984530E-01,
  +2.6807500000000000E+03,  +1.3771067758725515E+00,  +9.0094223380666125E-02,
  +2.6810000000000000E+03,  +1.3725007382900118E+00,  +8.9792883363950179E-02,
  +2.6812500000000000E+03,  +1.4064604948676021E+00,  +9.2014626767337238E-02,
  +2.6815000000000000E+03,  +1.2400524543892928E+00,  +8.1127741716835358E-02,
  +2.6817500000000000E+03,  +1.2999524566712681E+00,  +8.5046569421880464E-02,
  +2.6820000000000000E+03,  +1.3857493913429453E+00,  +9.0659647748932343E-02,
  +2.6822500000000000E+03,  +1.4833958875826285E+00,  +9.7047957935688392E-02,
  +2.6825000000000000E+03,  +1.5866267489599126E+00,  +1.0380161309711237E-01,
  +2.6827500000000000E+03,  +1.6953074124767813E+00,  +1.1091180974097375E-01,
  +2.6830000000000000E+03,  +1.8089744250926083E+00,  +1.1834822745748282E-01,
  +2.6832500000000000E+03,  +1.9345778003601612E+00,  +1.2656555580629622E-01,
