Koordinatensystem : Lambert konform konisch
Rechtswert        : 3834500 Meter
Hochwert          : 2624500 Meter
Hoehenlage        : 72 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3834500 2624500 11 16  1   6.5  997 218  1.9 7  5.8  93    0    0 318 -352  2
3834500 2624500 11 16  2   6.5  997 203  2.9 8  5.7  93    0    0 316 -352  2
3834500 2624500 11 16  3   6.4  996 222  3.0 8  5.7  93    0    0 322 -351  2
3834500 2624500 11 16  4   6.2  995 212  2.9 8  5.6  93    0    0 321 -350  2
3834500 2624500 11 16  5   6.2  995 221  3.0 7  5.7  95    0    0 316 -348  2
3834500 2624500 11 16  6   6.3  994 251  2.1 8  5.8  96    0    0 316 -345  2
3834500 2624500 11 16  7   6.4  994 248  3.0 8  5.8  95    0    0 322 -343  2
3834500 2624500 11 16  8   6.4  993 247  2.4 8  5.8  95    0    0 322 -342  2
3834500 2624500 11 16  9   6.4  993 262  2.7 8  5.8  95    2   33 321 -342  2
3834500 2624500 11 16 10   7.5  992 264  3.2 5  5.8  92   26   90 302 -343  2
3834500 2624500 11 16 11   7.2  992 251  4.5 7  5.5  85    0   71 295 -344  2
3834500 2624500 11 16 12   7.5  992 267  4.8 7  5.3  81    0  102 305 -346  2
3834500 2624500 11 16 13   8.5  991 289  5.1 5  5.2  76   23  143 292 -346  2
3834500 2624500 11 16 14   7.5  990 288  6.5 7  4.9  72    0   69 289 -347  2
3834500 2624500 11 16 15   7.3  990 284  6.4 7  4.8  73    0   66 296 -347  2
3834500 2624500 11 16 16   7.2  991 298  5.9 8  4.8  74    0   36 299 -343  2
3834500 2624500 11 16 17   5.9  991 302  6.4 7  4.8  78    0    5 295 -339  2
3834500 2624500 11 16 18   5.3  992 319  3.9 7  4.8  83    0    0 287 -333  2
3834500 2624500 11 16 19   4.4  993 289  3.2 6  4.6  84    0    0 279 -327  2
3834500 2624500 11 16 20   3.7  995 315  2.8 5  4.4  85    0    0 268 -325  2
3834500 2624500 11 16 21   3.1  996 241  1.9 2  4.3  87    0    0 250 -323  2
3834500 2624500 11 16 22   4.1  997 236  1.8 6  4.3  87    0    0 254 -320  2
3834500 2624500 11 16 23   4.0  997 227  2.3 6  4.3  84    0    0 273 -319  2
3834500 2624500 11 16 24   4.2  998 234  2.5 6  4.3  84    0    0 274 -318  2
3834500 2624500 11 17  1   4.1  999 225  1.9 2  4.3  84    0    0 256 -317  2
3834500 2624500 11 17  2   3.3  999 244  2.1 2  4.3  86    0    0 237 -318  2
3834500 2624500 11 17  3   2.6  999 218  1.8 2  4.3  90    0    0 236 -319  2
3834500 2624500 11 17  4   2.4 1000 223  2.9 4  4.2  91    0    0 243 -322  2
3834500 2624500 11 17  5   3.0 1000 244  2.5 5  4.2  90    0    0 258 -325  2
3834500 2624500 11 17  6   3.4 1000 282  2.3 8  4.3  89    0    0 277 -327  2
3834500 2624500 11 17  7   3.5 1000 270  2.5 7  4.3  88    0    0 287 -329  2
3834500 2624500 11 17  8   3.1 1000 300  2.3 7  4.3  89    0    0 282 -330  2
3834500 2624500 11 17  9   3.3 1001 272  2.2 7  4.3  89   15   30 282 -330  2
3834500 2624500 11 17 10   4.3 1001 287  2.0 3  4.4  86   71   61 264 -331  2
3834500 2624500 11 17 11   5.3 1002 280  2.7 3  4.5  83   71  101 245 -335  2
3834500 2624500 11 17 12   6.5 1002 306  4.1 3  4.6  79   98  115 248 -338  2
3834500 2624500 11 17 13   7.3 1002 312  4.6 6  4.6  73   20  121 267 -340  2
3834500 2624500 11 17 14   7.8 1002 315  5.1 7  4.4  67    0   81 288 -343  2
3834500 2624500 11 17 15   7.2 1003 302  4.3 4  4.3  66   52   77 278 -345  2
3834500 2624500 11 17 16   6.6 1003 307  4.2 5  4.3  69   20   41 266 -343  2
3834500 2624500 11 17 17   5.6 1003 286  3.2 6  4.3  72    2    9 271 -339  2
3834500 2624500 11 17 18   4.9 1004 247  3.7 7  4.2  76    0    0 277 -334  2
3834500 2624500 11 17 19   4.8 1004 212  1.7 6  4.3  79    0    0 276 -331  2
3834500 2624500 11 17 20   4.6 1005 234  1.2 7  4.3  81    0    0 275 -331  2
3834500 2624500 11 17 21   4.7 1005 230  1.5 7  4.3  81    0    0 280 -329  2
3834500 2624500 11 17 22   4.8 1006 255  1.9 7  4.4  81    0    0 282 -329  2
3834500 2624500 11 17 23   4.4 1006 288  2.4 7  4.4  82    0    0 282 -327  2
3834500 2624500 11 17 24   4.6 1007 232  1.9 6  4.4  83    0    0 278 -324  2
3834500 2624500 11 18  1   4.5 1007 239  2.7 6  4.3  82    0    0 275 -324  2
3834500 2624500 11 18  2   4.4 1007 290  3.0 6  4.3  82    0    0 275 -325  2
3834500 2624500 11 18  3   4.3 1007 284  2.7 7  4.3  83    0    0 278 -325  2
3834500 2624500 11 18  4   3.8 1008 280  2.2 7  4.4  86    0    0 283 -326  2
3834500 2624500 11 18  5   4.1 1008 309  3.0 8  4.4  88    0    0 287 -327  2
3834500 2624500 11 18  6   4.2 1008 294  2.4 8  4.4  86    0    0 291 -327  2
3834500 2624500 11 18  7   4.0 1009 285  2.5 8  4.3  85    0    0 291 -326  2
3834500 2624500 11 18  8   4.3 1009 288  2.9 7  4.3  83    0    0 287 -326  2
3834500 2624500 11 18  9   4.3 1009 280  2.8 8  4.3  82    0   21 286 -326  2
3834500 2624500 11 18 10   4.3 1010 304  2.3 6  4.3  84    0   56 282 -328  2
3834500 2624500 11 18 11   4.6 1011 279  2.4 6  4.4  83    0   71 274 -332  2
3834500 2624500 11 18 12   5.0 1012 288  3.1 8  4.4  82    0   77 283 -336  2
3834500 2624500 11 18 13   5.3 1012 321  3.2 7  4.4  80    0   81 287 -340  2
3834500 2624500 11 18 14   5.8 1012 346  2.5 8  4.3  76    0   54 286 -342  2
3834500 2624500 11 18 15   6.1 1012 324  2.9 4  4.0  70   60   87 274 -343  2
3834500 2624500 11 18 16   6.2 1013 327  2.2 4  3.9  66   82   42 258 -341  2
3834500 2624500 11 18 17   4.0 1013  20  2.1 1  3.8  69    6   11 244 -338  2
3834500 2624500 11 18 18   3.1 1013 235  1.2 1  3.8  79    0    0 229 -336  2
3834500 2624500 11 18 19   2.2 1014  65  1.6 3  3.9  85    0    0 233 -334  2
3834500 2624500 11 18 20   1.3 1015  79  1.5 3  3.8  88    0    0 238 -334  2
3834500 2624500 11 18 21   1.0 1015  74  2.0 3  3.7  90    0    0 238 -333  2
3834500 2624500 11 18 22   0.9 1016  57  1.5 2  3.7  91    0    0 233 -332  2
3834500 2624500 11 18 23   0.9 1016  61  1.6 2  3.7  92    0    0 230 -332  2
3834500 2624500 11 18 24   0.3 1017  52  1.8 3  3.6  92    0    0 233 -332  2
3834500 2624500 11 19  1   0.2 1017  57  1.5 6  3.6  93    0    0 248 -332  2
3834500 2624500 11 19  2  -0.4 1017  59  0.9 7  3.6  95    0    0 263 -330  2
3834500 2624500 11 19  3   0.2 1018 341  0.4 8  3.6  97    0    0 271 -329  2
3834500 2624500 11 19  4   0.7 1018 352  0.7 8  3.8  97    0    0 277 -329  2
3834500 2624500 11 19  5   1.0 1018 354  0.6 8  3.9  96    0    0 279 -329  2
3834500 2624500 11 19  6   1.4 1019 357  0.5 7  4.0  96    0    0 276 -328  2
3834500 2624500 11 19  7   1.7 1019   4  0.6 7  4.0  96    0    0 273 -328  2
3834500 2624500 11 19  8   1.8 1019   5  0.6 8  4.1  96    0    0 277 -328  2
3834500 2624500 11 19  9   1.8 1020   7  0.8 8  4.1  96    0   23 282 -329  2
3834500 2624500 11 19 10   2.3 1021  76  0.9 6  4.2  96   23   84 275 -330  2
3834500 2624500 11 19 11   3.0 1021  12  1.6 5  4.0  88   57  129 263 -334  2
3834500 2624500 11 19 12   3.4 1022   2  1.3 5  3.8  80   81  152 259 -338  2
3834500 2624500 11 19 13   5.3 1021 307  1.6 2  3.8  73  175  132 249 -342  2
3834500 2624500 11 19 14   7.0 1021 269  2.2 2  3.9  67  177  115 242 -344  2
3834500 2624500 11 19 15   6.8 1021 262  1.7 3  3.9  63  123   92 249 -343  2
3834500 2624500 11 19 16   6.3 1021 255  1.2 3  3.8  63   52   57 254 -340  2
3834500 2624500 11 19 17   5.1 1021 196  1.0 2  3.7  65    2   10 247 -336  2
3834500 2624500 11 19 18   3.6 1021 116  1.1 1  3.6  70    0    0 233 -333  2
3834500 2624500 11 19 19   2.1 1022  66  1.3 4  3.7  79    0    0 238 -331  2
3834500 2624500 11 19 20   1.2 1022 216  2.0 4  3.6  84    0    0 246 -330  2
3834500 2624500 11 19 21   1.1 1022 215  1.9 4  3.6  87    0    0 244 -330  2
3834500 2624500 11 19 22   1.1 1023  33  1.2 5  3.6  88    0    0 249 -329  2
3834500 2624500 11 19 23   1.1 1023 199  1.7 6  3.6  89    0    0 261 -328  2
3834500 2624500 11 19 24   0.3 1023 209  1.3 6  3.6  91    0    0 266 -327  2
3834500 2624500 11 20  1   0.0 1023 221  1.5 6  3.6  94    0    0 267 -328  2
3834500 2624500 11 20  2   0.4 1023 232  1.8 6  3.6  96    0    0 268 -328  2
3834500 2624500 11 20  3   0.8 1023 215  1.3 6  3.7  95    0    0 269 -328  2
3834500 2624500 11 20  4   1.2 1023 263  1.5 8  3.8  94    0    0 281 -328  2
3834500 2624500 11 20  5   1.6 1023 239  2.0 8  3.8  92    0    0 293 -325  2
3834500 2624500 11 20  6   1.6 1023 176  0.8 8  3.8  91    0    0 292 -324  2
3834500 2624500 11 20  7   1.6 1023 221  0.7 8  3.8  91    0    0 293 -323  2
3834500 2624500 11 20  8   1.7 1023 272  1.8 8  3.9  91    0    0 294 -323  2
3834500 2624500 11 20  9   1.9 1023 233  1.6 8  3.9  90    0   17 297 -324  2
3834500 2624500 11 20 10   2.3 1023 248  2.0 8  3.9  89    1   62 300 -327  2
3834500 2624500 11 20 11   2.7 1023 255  2.7 7  3.9  87    6  102 297 -333  2
3834500 2624500 11 20 12   2.9 1023 234  2.9 8  3.9  85    0   84 298 -339  2
3834500 2624500 11 20 13   2.7 1023 213  2.7 8  4.0  86    0   63 306 -344  2
3834500 2624500 11 20 14   2.5 1022 214  2.8 7  4.1  90    0   73 301 -349  2
3834500 2624500 11 20 15   2.8 1022 287  2.1 8  4.2  92    0   48 304 -349  2
3834500 2624500 11 20 16   3.2 1022 296  1.6 8  4.3  93    0   25 311 -347  2
3834500 2624500 11 20 17   2.7 1022 290  1.1 7  4.3  93    0    5 306 -343  2
3834500 2624500 11 20 18   2.7 1022 295  1.2 8  4.3  93    0    0 306 -339  2
3834500 2624500 11 20 19   3.0 1022 279  1.5 8  4.3  93    0    0 314 -337  2
3834500 2624500 11 20 20   3.1 1022 266  2.2 8  4.3  92    0    0 315 -335  2
3834500 2624500 11 20 21   2.9 1022 254  1.4 7  4.3  93    0    0 310 -335  2
3834500 2624500 11 20 22   3.1 1022 231  1.8 7  4.3  92    0    0 305 -334  2
3834500 2624500 11 20 23   3.2 1022 213  1.8 7  4.3  92    0    0 308 -334  2
3834500 2624500 11 20 24   3.5 1022 248  1.2 8  4.4  92    0    0 315 -335  2
3834500 2624500 11 21  1   3.7 1022 247  1.2 8  4.4  91    0    0 323 -335  2
3834500 2624500 11 21  2   3.8 1022 232  1.7 7  4.5  92    0    0 318 -336  2
3834500 2624500 11 21  3   4.1 1021 234  1.6 7  4.5  91    0    0 311 -337  2
3834500 2624500 11 21  4   4.2 1021 302  0.8 8  4.5  90    0    0 319 -337  2
3834500 2624500 11 21  5   4.3 1021 211  1.4 8  4.6  90    0    0 325 -338  2
3834500 2624500 11 21  6   5.1 1020 283  2.9 8  4.8  92    0    0 326 -339  2
3834500 2624500 11 21  7   5.2 1020 273  2.6 8  5.1  93    0    0 327 -340  2
3834500 2624500 11 21  8   5.4 1020 278  1.6 8  5.2  94    0    0 327 -341  2
3834500 2624500 11 21  9   5.7 1020 303  1.0 8  5.3  95    0   15 327 -343  2
3834500 2624500 11 21 10   6.5 1020 297  3.2 8  5.5  95    0   26 327 -345  2
3834500 2624500 11 21 11   6.7 1020 323  3.7 7  5.6  94    0   52 320 -348  2
3834500 2624500 11 21 12   6.6 1020 312  3.5 6  5.6  92    0   58 307 -353  2
3834500 2624500 11 21 13   6.9 1020 320  2.4 7  5.6  92    0   48 307 -355  2
3834500 2624500 11 21 14   7.1 1020 338  2.6 8  5.7  92    0   41 316 -354  2
3834500 2624500 11 21 15   7.1 1020  25  2.7 8  5.6  90    0   23 320 -350  2
3834500 2624500 11 21 16   7.0 1020  21  1.2 7  5.6  90    0   24 312 -344  2
3834500 2624500 11 21 17   5.4 1021   2  2.0 5  5.3  90    0    8 291 -337  2
3834500 2624500 11 21 18   4.6 1022  47  2.2 6  4.9  91    0    0 280 -329  2
3834500 2624500 11 21 19   3.3 1022 110  2.3 5  4.6  92    0    0 275 -324  2
3834500 2624500 11 21 20   2.5 1023  87  3.3 4  4.2  91    0    0 259 -321  2
3834500 2624500 11 21 21   2.1 1024  81  3.6 5  3.8  86    0    0 254 -319  2
3834500 2624500 11 21 22   1.4 1024  90  2.0 1  3.6  84    0    0 235 -319  2
3834500 2624500 11 21 23   0.7 1025  77  1.8 1  3.4  84    0    0 211 -317  2
3834500 2624500 11 21 24  -0.4 1025 100  2.8 0  3.3  88    0    0 202 -316  2
3834500 2624500 11 22  1  -0.7 1026  66  1.9 3  3.2  90    0    0 209 -314  2
3834500 2624500 11 22  2  -1.2 1026  69  1.0 2  3.2  91    0    0 217 -313  2
3834500 2624500 11 22  3  -1.7 1026  79  1.2 2  3.1  92    0    0 210 -312  2
3834500 2624500 11 22  4  -2.2 1027  73  1.3 0  3.0  92    0    0 197 -312  2
3834500 2624500 11 22  5  -2.3 1027  95  1.9 0  3.0  93    0    0 187 -311  2
3834500 2624500 11 22  6  -2.3 1027 142  1.3 1  3.0  94    0    0 190 -310  2
3834500 2624500 11 22  7  -2.4 1027 114  1.7 5  3.0  96    0    0 216 -309  2
3834500 2624500 11 22  8  -2.2 1028  87  1.5 6  3.0  96    0    0 242 -308  2
3834500 2624500 11 22  9  -2.1 1028  86  0.8 7  3.1  97    5   27 254 -306  2
3834500 2624500 11 22 10  -1.8 1028  61  1.2 7  3.2  97   34   72 262 -307  2
3834500 2624500 11 22 11  -0.8 1029 301  0.3 8  3.3  97   19  104 271 -311  2
3834500 2624500 11 22 12   0.9 1029  90  1.1 6  3.5  95  109  119 271 -315  2
3834500 2624500 11 22 13   1.9 1028  93  1.1 2  3.7  90  218   75 240 -319  2
3834500 2624500 11 22 14   4.9 1028 232  1.8 1  3.8  80  199   66 216 -321  2
3834500 2624500 11 22 15   4.9 1027 252  3.1 3  3.8  72  126   62 227 -322  2
3834500 2624500 11 22 16   4.5 1027 329  2.2 4  3.7  72   55   39 246 -320  2
3834500 2624500 11 22 17   2.8 1027  65  2.0 2  3.6  75    2    8 239 -318  2
3834500 2624500 11 22 18   0.2 1028  96  2.7 3  3.4  82    0    0 229 -315  2
3834500 2624500 11 22 19   0.5 1028  98  2.4 5  3.3  86    0    0 244 -313  2
3834500 2624500 11 22 20   0.9 1028  97  1.6 6  3.3  85    0    0 262 -313  2
3834500 2624500 11 22 21  -0.3 1029   7  1.6 5  3.2  84    0    0 263 -313  2
3834500 2624500 11 22 22  -0.8 1029  63  2.1 2  3.1  85    0    0 238 -312  2
3834500 2624500 11 22 23  -0.7 1029   5  2.4 3  3.0  85    0    0 227 -311  2
3834500 2624500 11 22 24  -0.5 1029  82  1.6 2  3.0  84    0    0 229 -310  2
3834500 2624500 11 23  1  -0.7 1029  18  2.1 5  3.0  85    0    0 242 -309  2
3834500 2624500 11 23  2  -0.4 1029 182  1.4 6  3.1  87    0    0 267 -309  2
3834500 2624500 11 23  3  -0.4 1028   9  1.3 7  3.2  88    0    0 281 -309  2
3834500 2624500 11 23  4  -0.2 1028 235  1.6 7  3.3  90    0    0 288 -309  2
3834500 2624500 11 23  5   0.1 1028 334  1.9 7  3.3  89    0    0 289 -309  2
3834500 2624500 11 23  6   0.3 1028  98  1.4 7  3.3  87    0    0 290 -310  2
3834500 2624500 11 23  7   0.1 1028 330  1.9 8  3.3  87    0    0 296 -311  2
3834500 2624500 11 23  8   0.0 1027 328  2.0 8  3.3  88    0    0 302 -312  2
3834500 2624500 11 23  9   0.0 1027 310  1.8 7  3.4  90    0   15 299 -312  2
3834500 2624500 11 23 10   0.8 1027 279  2.0 6  3.5  92   30   65 290 -314  2
3834500 2624500 11 23 11   2.8 1027 297  2.1 4  3.6  85   59   97 277 -317  2
3834500 2624500 11 23 12   3.7 1026 325  2.6 4  3.6  77   70  116 270 -318  2
3834500 2624500 11 23 13   2.6 1026  48  2.4 6  3.7  79   15  116 281 -321  2
3834500 2624500 11 23 14   2.8 1025 349  2.2 7  3.7  82    0   79 297 -324  2
3834500 2624500 11 23 15   3.1 1024 226  2.2 7  3.8  83    0   54 304 -324  2
3834500 2624500 11 23 16   2.9 1024 172  2.0 8  3.9  84    1   29 309 -322  2
3834500 2624500 11 23 17   2.3 1023 265  1.9 8  3.9  86    0    4 313 -320  2
3834500 2624500 11 23 18   1.9 1023 191  1.6 8  3.8  88    0    0 310 -319  2
3834500 2624500 11 23 19   1.9 1023 198  1.6 8  3.8  89    0    0 310 -319  2
3834500 2624500 11 23 20   2.3 1023 137  1.5 8  3.9  89    0    0 310 -319  2
3834500 2624500 11 23 21   2.1 1022 109  1.3 7  3.9  88    0    0 304 -319  2
3834500 2624500 11 23 22   2.2 1022  92  1.0 8  3.9  88    0    0 304 -319  2
3834500 2624500 11 23 23   2.4 1022  94  1.1 8  3.9  88    0    0 308 -319  2
3834500 2624500 11 23 24   2.2 1021  41  1.0 7  3.9  89    0    0 303 -319  2
3834500 2624500 11 24  1   1.8 1020 104  1.4 8  3.9  91    0    0 301 -319  2
3834500 2624500 11 24  2   1.8 1019  33  1.0 7  4.0  92    0    0 301 -319  2
3834500 2624500 11 24  3   1.7 1019 106  1.4 7  4.0  93    0    0 295 -319  2
3834500 2624500 11 24  4   1.7 1018  45  1.2 6  4.0  94    0    0 290 -319  2
3834500 2624500 11 24  5   1.7 1017 105  1.1 8  4.0  93    0    0 296 -319  2
3834500 2624500 11 24  6   1.7 1016  24  1.6 8  3.9  92    0    0 305 -319  2
3834500 2624500 11 24  7   1.6 1016 225  1.5 8  4.0  93    0    0 305 -319  2
3834500 2624500 11 24  8   1.5 1015 201  1.6 8  4.0  93    0    0 303 -319  2
3834500 2624500 11 24  9   1.5 1014 232  1.7 8  3.9  93    0   14 303 -319  2
3834500 2624500 11 24 10   1.6 1013 186  2.2 8  3.9  92    0   38 303 -319  2
3834500 2624500 11 24 11   2.0 1012 199  1.8 7  3.9  90    0   36 299 -321  2
3834500 2624500 11 24 12   2.2 1011 130  2.3 6  3.9  88    2   99 290 -326  2
3834500 2624500 11 24 13   3.1 1009 126  3.8 8  4.0  88    0   70 295 -331  2
3834500 2624500 11 24 14   3.6 1007 192  3.8 8  4.2  86    0   27 307 -334  2
3834500 2624500 11 24 15   3.8 1005 191  4.3 8  4.2  85    0   27 307 -334  2
3834500 2624500 11 24 16   3.9 1004 189  4.2 8  4.2  83    1   33 305 -332  2
3834500 2624500 11 24 17   3.9 1002 172  4.2 8  4.2  82    0    8 304 -329  2
3834500 2624500 11 24 18   4.0 1000 168  3.9 7  4.1  80    0    0 298 -326  2
3834500 2624500 11 24 19   3.9  998 165  4.0 8  4.1  80    0    0 297 -324  2
3834500 2624500 11 24 20   2.9  996 178  3.7 8  4.1  84    0    0 300 -323  2
3834500 2624500 11 24 21   2.6  994 155  4.2 7  4.2  89    0    0 295 -322  2
3834500 2624500 11 24 22   2.3  992 146  3.5 8  4.2  91    0    0 297 -321  2
3834500 2624500 11 24 23   2.2  990 188  2.0 8  4.2  92    0    0 302 -320  2
3834500 2624500 11 24 24   2.2  988 225  3.7 6  4.2  92    0    0 294 -320  2
3834500 2624500 11 25  1   2.2  986 223  3.4 8  4.1  90    0    0 295 -319  2
3834500 2624500 11 25  2   2.2  985 237  2.4 8  4.1  89    0    0 303 -319  2
3834500 2624500 11 25  3   2.0  984 184  2.6 7  4.1  90    0    0 299 -319  2
3834500 2624500 11 25  4   2.0  982 195  2.9 5  4.0  89    0    0 285 -320  2
3834500 2624500 11 25  5   1.8  981 238  6.2 5  3.9  86    0    0 274 -320  2
3834500 2624500 11 25  6   1.8  981 229  7.7 7  3.7  84    0    0 281 -320  2
3834500 2624500 11 25  7   1.7  980 236  5.6 8  3.7  84    0    0 293 -320  2
3834500 2624500 11 25  8   2.0  980 242  6.1 8  3.6  81    0    0 297 -320  2
3834500 2624500 11 25  9   1.8  980 232  6.2 7  3.5  78    0   18 291 -319  2
3834500 2624500 11 25 10   1.8  980 234  6.6 4  3.5  79    9   70 271 -320  2
3834500 2624500 11 25 11   2.0  980 235  7.9 3  3.5  77   30  118 249 -322  2
3834500 2624500 11 25 12   1.9  980 243  7.9 5  3.4  75    0   92 252 -325  2
3834500 2624500 11 25 13   3.1  981 231  7.4 6  3.4  72    0   78 266 -329  2
3834500 2624500 11 25 14   2.8  981 225  8.2 3  3.3  68   62  131 256 -332  2
3834500 2624500 11 25 15   2.5  980 239  7.4 2  3.1  65   76   98 235 -331  2
3834500 2624500 11 25 16   2.4  980 269  7.4 6  2.9  62   34   53 247 -326  2
3834500 2624500 11 25 17   1.2  980 209  5.8 5  2.8  63    0    8 260 -321  2
3834500 2624500 11 25 18   1.0  981 275  5.6 5  2.9  67    0    0 252 -316  2
3834500 2624500 11 25 19   0.9  981 259  7.0 6  2.9  70    0    0 256 -312  2
3834500 2624500 11 25 20   1.3  981 217  6.5 6  3.0  69    0    0 259 -310  2
3834500 2624500 11 25 21   1.6  980 184  6.4 6  3.0  68    0    0 254 -308  2
3834500 2624500 11 25 22   1.8  981 178  6.3 6  3.0  68    0    0 253 -306  2
3834500 2624500 11 25 23   1.5  981 152  5.4 6  3.1  71    0    0 257 -304  2
3834500 2624500 11 25 24   0.9  981 159  4.7 6  3.1  77    0    0 251 -302  2
3834500 2624500 11 26  1   0.1 1024 133  3.5 6  3.2  84    0    0 257 -301  2
3834500 2624500 11 26  2  -0.7 1024 110  2.9 6  3.2  90    0    0 249 -300  2
3834500 2624500 11 26  3  -1.4 1023  96  2.3 6  3.2  94    0    0 251 -300  2
3834500 2624500 11 26  4  -1.7 1023  99  2.2 5  3.2  95    0    0 249 -300  2
3834500 2624500 11 26  5  -1.6 1023 106  2.0 4  3.1  94    0    0 239 -300  2
3834500 2624500 11 26  6  -1.9 1022 104  2.1 4  3.1  94    0    0 230 -300  2
3834500 2624500 11 26  7  -1.9 1022 121  1.6 2  3.0  93    0    0 220 -300  2
3834500 2624500 11 26  8  -2.4 1022  99  1.9 3  3.0  94    0    0 213 -299  2
3834500 2624500 11 26  9  -1.9 1022 110  1.5 5  3.0  94    6   21 227 -300  2
3834500 2624500 11 26 10   0.5 1022 169  2.2 5  3.3  91   52   63 241 -302  2
3834500 2624500 11 26 11   1.7 1021 120  2.1 5  3.4  84  119   84 245 -307  2
3834500 2624500 11 26 12   3.7 1021 168  2.2 3  3.5  76  196   78 240 -313  2
3834500 2624500 11 26 13   4.7 1020 185  2.4 1  3.6  70  213   75 223 -317  2
3834500 2624500 11 26 14   5.7 1019 209  2.3 0  3.6  66  190   68 211 -319  2
3834500 2624500 11 26 15   6.1 1018 202  2.0 0  3.6  63  131   57 208 -319  2
3834500 2624500 11 26 16   5.5 1018  97  2.2 1  3.7  65   53   36 214 -319  2
3834500 2624500 11 26 17   2.7 1018  87  3.0 3  3.7  72    3    7 223 -318  2
3834500 2624500 11 26 18   1.2 1018  79  3.6 4  3.5  82    0    0 231 -314  2
3834500 2624500 11 26 19   0.4 1018  80  2.9 1  3.4  86    0    0 220 -311  2
3834500 2624500 11 26 20   0.6 1018  94  1.9 1  3.4  86    0    0 209 -309  2
3834500 2624500 11 26 21   0.4 1018 138  1.8 3  3.3  85    0    0 218 -308  2
3834500 2624500 11 26 22   0.2 1018  91  1.5 1  3.3  86    0    0 217 -307  2
3834500 2624500 11 26 23  -0.3 1018  92  1.1 1  3.3  88    0    0 209 -306  2
3834500 2624500 11 26 24  -0.6 1017 195  1.7 4  3.3  91    0    0 219 -306  2
3834500 2624500 11 27  1  -0.1 1017 173  2.7 7  3.4  93    0    0 242 -306  2
3834500 2624500 11 27  2   0.5 1017 177  2.6 7  3.6  94    0    0 257 -307  2
3834500 2624500 11 27  3   1.2 1017 151  2.5 7  3.7  92    0    0 260 -308  2
3834500 2624500 11 27  4   1.6 1016 162  2.2 6  3.8  91    0    0 257 -309  2
3834500 2624500 11 27  5   1.7 1016 164  2.4 6  3.9  92    0    0 254 -310  2
3834500 2624500 11 27  6   1.9 1016 167  1.4 7  3.9  91    0    0 261 -310  2
3834500 2624500 11 27  7   2.4 1016 201  2.3 5  3.9  88    0    0 258 -311  2
3834500 2624500 11 27  8   2.2 1016 229  3.1 5  3.8  85    0    0 247 -312  2
3834500 2624500 11 27  9   2.4 1016 216  2.7 6  3.7  83    0   12 253 -313  2
3834500 2624500 11 27 10   2.9 1017 263  2.1 7  3.7  81    2   56 267 -314  2
3834500 2624500 11 27 11   4.3 1017 189  2.9 6  3.8  78    6   94 272 -317  2
3834500 2624500 11 27 12   6.0 1017 239  2.6 4  4.0  73   42  139 259 -322  2
3834500 2624500 11 27 13   6.4 1016 237  3.0 3  4.0  69   92  145 242 -328  2
3834500 2624500 11 27 14   6.1 1016 236  2.4 4  4.1  69   68  127 242 -331  2
3834500 2624500 11 27 15   6.3 1015 243  3.0 6  4.1  70    8   76 266 -333  2
3834500 2624500 11 27 16   6.1 1015 245  2.4 7  4.2  72    8   41 291 -335  2
3834500 2624500 11 27 17   5.8 1015 241  3.1 8  4.2  73    0    3 309 -332  2
3834500 2624500 11 27 18   5.4 1015 240  2.3 8  4.2  74    0    0 318 -330  2
3834500 2624500 11 27 19   5.4 1016 236  2.1 8  4.1  75    0    0 321 -330  2
3834500 2624500 11 27 20   5.7 1016 241  2.3 8  4.2  75    0    0 325 -330  2
